"","YEARMODA","DATE","Year","Month","Day","Tmin","Tmax","Tmean","Prec","Tmin_source","Tmax_source","no_Tmin","no_Tmax"
"1",19910101,"1991-01-01 12:00:00",1991,1,1,2,7.27777777777778,4.77777777777778,3.81,NA,NA,FALSE,FALSE
"2",19910102,"1991-01-02 12:00:00",1991,1,2,2,13,9.55555555555556,1.27,NA,NA,FALSE,FALSE
"3",19910103,"1991-01-03 12:00:00",1991,1,3,7,13.2222222222222,9.05555555555555,5.334,NA,NA,FALSE,FALSE
"4",19910104,"1991-01-04 12:00:00",1991,1,4,4,9.22222222222222,6.72222222222222,7.112,NA,NA,FALSE,FALSE
"5",19910105,"1991-01-05 12:00:00",1991,1,5,2,7.22222222222222,5.55555555555556,1.016,NA,NA,FALSE,FALSE
"6",19910106,"1991-01-06 12:00:00",1991,1,6,3,8.11111111111111,5.66666666666667,1.27,NA,NA,FALSE,FALSE
"7",19910107,"1991-01-07 12:00:00",1991,1,7,2.5,10.2222222222222,5.66666666666667,0,NA,NA,FALSE,FALSE
"8",19910108,"1991-01-08 12:00:00",1991,1,8,2.5,10.2222222222222,7.61111111111111,0.508,NA,NA,FALSE,FALSE
"9",19910109,"1991-01-09 12:00:00",1991,1,9,6,12,9.11111111111111,1.016,NA,NA,FALSE,FALSE
"10",19910110,"1991-01-10 12:00:00",1991,1,10,7,16,10.8888888888889,0.762,NA,NA,FALSE,FALSE
"11",19910111,"1991-01-11 12:00:00",1991,1,11,5,8.77777777777778,7.11111111111111,10.414,NA,NA,FALSE,FALSE
"12",19910112,"1991-01-12 12:00:00",1991,1,12,2,6.38888888888889,4.27777777777778,1.778,NA,NA,FALSE,FALSE
"13",19910113,"1991-01-13 12:00:00",1991,1,13,-5,5.5,1.77777777777778,1.016,NA,NA,FALSE,FALSE
"14",19910114,"1991-01-14 12:00:00",1991,1,14,-5.22222222222222,5,0.555555555555556,0,NA,NA,FALSE,FALSE
"15",19910115,"1991-01-15 12:00:00",1991,1,15,-1,7,2.22222222222222,0,NA,NA,FALSE,FALSE
"16",19910116,"1991-01-16 12:00:00",1991,1,16,-4,3,-0.666666666666666,0,NA,NA,FALSE,FALSE
"17",19910117,"1991-01-17 12:00:00",1991,1,17,-2.11111111111111,4.5,0.0555555555555563,0,NA,NA,FALSE,FALSE
"18",19910118,"1991-01-18 12:00:00",1991,1,18,-3.27777777777778,5,-0.388888888888889,0,NA,NA,FALSE,FALSE
"19",19910119,"1991-01-19 12:00:00",1991,1,19,-2,1.11111111111111,-0.333333333333334,0,NA,NA,FALSE,FALSE
"20",19910120,"1991-01-20 12:00:00",1991,1,20,-0.277777777777778,3.11111111111111,0.999999999999998,5.842,NA,NA,FALSE,FALSE
"21",19910121,"1991-01-21 12:00:00",1991,1,21,-0.277777777777778,6.11111111111111,3.33333333333333,3.048,NA,NA,FALSE,FALSE
"22",19910122,"1991-01-22 12:00:00",1991,1,22,-2.22222222222222,6.38888888888889,2.27777777777778,1.524,NA,NA,FALSE,FALSE
"23",19910123,"1991-01-23 12:00:00",1991,1,23,-3.22222222222222,2,0.222222222222221,0,NA,NA,FALSE,FALSE
"24",19910124,"1991-01-24 12:00:00",1991,1,24,-4,2,0.277777777777778,0,NA,NA,FALSE,FALSE
"25",19910125,"1991-01-25 12:00:00",1991,1,25,-6,2.5,-1.55555555555556,0,NA,NA,FALSE,FALSE
"26",19910126,"1991-01-26 12:00:00",1991,1,26,-1.61111111111111,0.111111111111113,-0.611111111111112,0,NA,NA,FALSE,FALSE
"27",19910127,"1991-01-27 12:00:00",1991,1,27,-1,3.11111111111111,1.38888888888889,0,NA,NA,FALSE,FALSE
"28",19910128,"1991-01-28 12:00:00",1991,1,28,-2,4,0.999999999999998,0,NA,NA,FALSE,FALSE
"29",19910129,"1991-01-29 12:00:00",1991,1,29,-7.38888888888889,5,-1.5,0,NA,NA,FALSE,FALSE
"30",19910130,"1991-01-30 12:00:00",1991,1,30,-6.22222222222222,2.38888888888889,-0.833333333333333,0,NA,NA,FALSE,FALSE
"31",19910131,"1991-01-31 12:00:00",1991,1,31,-4,2.72222222222222,-1.55555555555556,0,NA,NA,FALSE,FALSE
"32",19910201,"1991-02-01 12:00:00",1991,2,1,-9,1.11111111111111,-4.66666666666667,0,NA,NA,FALSE,FALSE
"33",19910202,"1991-02-02 12:00:00",1991,2,2,-10.3888888888889,0.999999999999998,-4.88888888888889,0,NA,NA,FALSE,FALSE
"34",19910203,"1991-02-03 12:00:00",1991,2,3,-11,0.999999999999998,-5.16666666666667,0,NA,NA,FALSE,FALSE
"35",19910204,"1991-02-04 12:00:00",1991,2,4,-7.61111111111111,4,-2.33333333333333,0,NA,NA,FALSE,FALSE
"36",19910205,"1991-02-05 12:00:00",1991,2,5,-8.61111111111111,1.5,-3,0,NA,NA,FALSE,FALSE
"37",19910206,"1991-02-06 12:00:00",1991,2,6,-16.2777777777778,-4,-10.0555555555556,1.27,NA,NA,FALSE,FALSE
"38",19910207,"1991-02-07 12:00:00",1991,2,7,-17.1111111111111,-3.88888888888889,-9.33333333333333,0,NA,NA,FALSE,FALSE
"39",19910208,"1991-02-08 12:00:00",1991,2,8,-8,-2.77777777777778,-5.5,0,NA,NA,FALSE,FALSE
"40",19910209,"1991-02-09 12:00:00",1991,2,9,-8.38888888888889,-1.72222222222222,-5.27777777777778,0.508,NA,NA,FALSE,FALSE
"41",19910210,"1991-02-10 12:00:00",1991,2,10,-8.38888888888889,-0.777777777777777,-4.5,0.254,NA,NA,FALSE,FALSE
"42",19910211,"1991-02-11 12:00:00",1991,2,11,-5,-0.777777777777777,-3.33333333333333,1.27,NA,NA,FALSE,FALSE
"43",19910212,"1991-02-12 12:00:00",1991,2,12,-4.38888888888889,-2.88888888888889,-3.27777777777778,1.524,NA,NA,FALSE,FALSE
"44",19910213,"1991-02-13 12:00:00",1991,2,13,-6.27777777777778,0.222222222222221,-3.16666666666667,0.508,NA,NA,FALSE,FALSE
"45",19910214,"1991-02-14 12:00:00",1991,2,14,-8,0,-3.33333333333333,0.508,NA,NA,FALSE,FALSE
"46",19910215,"1991-02-15 12:00:00",1991,2,15,-2.38888888888889,1.5,-0.0555555555555563,0.508,NA,NA,FALSE,FALSE
"47",19910216,"1991-02-16 12:00:00",1991,2,16,-0.88888888888889,2.88888888888889,1.33333333333333,5.842,NA,NA,FALSE,FALSE
"48",19910217,"1991-02-17 12:00:00",1991,2,17,-7,3.61111111111111,-1.16666666666667,0.254,NA,NA,FALSE,FALSE
"49",19910218,"1991-02-18 12:00:00",1991,2,18,-9,5.22222222222222,-2.16666666666667,0,NA,NA,FALSE,FALSE
"50",19910219,"1991-02-19 12:00:00",1991,2,19,-3.88888888888889,7,1.38888888888889,0,NA,NA,FALSE,FALSE
"51",19910220,"1991-02-20 12:00:00",1991,2,20,-1,12,4.11111111111111,0,NA,NA,FALSE,FALSE
"52",19910221,"1991-02-21 12:00:00",1991,2,21,2.22222222222222,12.5,6.88888888888889,0,NA,NA,FALSE,FALSE
"53",19910222,"1991-02-22 12:00:00",1991,2,22,2.72222222222222,10,6.44444444444444,0.254,NA,NA,FALSE,FALSE
"54",19910223,"1991-02-23 12:00:00",1991,2,23,4,10,8.38888888888889,0,NA,NA,FALSE,FALSE
"55",19910224,"1991-02-24 12:00:00",1991,2,24,4.77777777777778,18,10.0555555555556,0.254,NA,NA,FALSE,FALSE
"56",19910225,"1991-02-25 12:00:00",1991,2,25,0.999999999999998,9.27777777777778,5.88888888888889,0,NA,NA,FALSE,FALSE
"57",19910226,"1991-02-26 12:00:00",1991,2,26,0,15,6.66666666666667,0,NA,NA,FALSE,FALSE
"58",19910227,"1991-02-27 12:00:00",1991,2,27,2,9.38888888888889,4.88888888888889,0,NA,NA,FALSE,FALSE
"59",19910228,"1991-02-28 12:00:00",1991,2,28,1.5,3.22222222222222,2.5,1.016,NA,NA,FALSE,FALSE
"60",19910301,"1991-03-01 12:00:00",1991,3,1,2,10.1111111111111,5.05555555555556,0,NA,NA,FALSE,FALSE
"61",19910302,"1991-03-02 12:00:00",1991,3,2,2,7,4.61111111111111,2.54,NA,NA,FALSE,FALSE
"62",19910303,"1991-03-03 12:00:00",1991,3,3,0,14,7.05555555555556,0.762,NA,NA,FALSE,FALSE
"63",19910304,"1991-03-04 12:00:00",1991,3,4,-1.27777777777778,9,4.72222222222222,0,NA,NA,FALSE,FALSE
"64",19910305,"1991-03-05 12:00:00",1991,3,5,5,10,7.38888888888889,0,NA,NA,FALSE,FALSE
"65",19910306,"1991-03-06 12:00:00",1991,3,6,7.77777777777778,15.5,10.6111111111111,3.302,NA,NA,FALSE,FALSE
"66",19910307,"1991-03-07 12:00:00",1991,3,7,10,14.2222222222222,11.3888888888889,3.048,NA,NA,FALSE,FALSE
"67",19910308,"1991-03-08 12:00:00",1991,3,8,8,16.5,11.7222222222222,0.762,NA,NA,FALSE,FALSE
"68",19910309,"1991-03-09 12:00:00",1991,3,9,6.77777777777778,13.1111111111111,10.3333333333333,0.762,NA,NA,FALSE,FALSE
"69",19910310,"1991-03-10 12:00:00",1991,3,10,7.88888888888889,17.2777777777778,11.5555555555556,0,NA,NA,FALSE,FALSE
"70",19910311,"1991-03-11 12:00:00",1991,3,11,5,13.2777777777778,10.3888888888889,0.508,NA,NA,FALSE,FALSE
"71",19910312,"1991-03-12 12:00:00",1991,3,12,2.5,17.2222222222222,9.5,0,NA,NA,FALSE,FALSE
"72",19910313,"1991-03-13 12:00:00",1991,3,13,0.999999999999998,18.6111111111111,10.7222222222222,0,NA,NA,FALSE,FALSE
"73",19910314,"1991-03-14 12:00:00",1991,3,14,5,20.2777777777778,12.3333333333333,0,NA,NA,FALSE,FALSE
"74",19910315,"1991-03-15 12:00:00",1991,3,15,10,16,12.1111111111111,0,NA,NA,FALSE,FALSE
"75",19910316,"1991-03-16 12:00:00",1991,3,16,9.61111111111111,19,12.9444444444444,0,NA,NA,FALSE,FALSE
"76",19910317,"1991-03-17 12:00:00",1991,3,17,5,14.2777777777778,10.9444444444444,0,NA,NA,FALSE,FALSE
"77",19910318,"1991-03-18 12:00:00",1991,3,18,3,14.3888888888889,8.72222222222222,0,NA,NA,FALSE,FALSE
"78",19910319,"1991-03-19 12:00:00",1991,3,19,7.22222222222222,13,10,0.254,NA,NA,FALSE,FALSE
"79",19910320,"1991-03-20 12:00:00",1991,3,20,10.8888888888889,18,12.7777777777778,5.842,NA,NA,FALSE,FALSE
"80",19910321,"1991-03-21 12:00:00",1991,3,21,6.88888888888889,15,11.2222222222222,0,NA,NA,FALSE,FALSE
"81",19910322,"1991-03-22 12:00:00",1991,3,22,5,10.2222222222222,7.44444444444444,24.384,NA,NA,FALSE,FALSE
"82",19910323,"1991-03-23 12:00:00",1991,3,23,2.5,11.5,7.05555555555556,0.254,NA,NA,FALSE,FALSE
"83",19910324,"1991-03-24 12:00:00",1991,3,24,3.77777777777778,11,7.11111111111111,0.762,NA,NA,FALSE,FALSE
"84",19910325,"1991-03-25 12:00:00",1991,3,25,5.27777777777778,9.5,7.27777777777778,0,NA,NA,FALSE,FALSE
"85",19910326,"1991-03-26 12:00:00",1991,3,26,4,10.1111111111111,7.55555555555556,0.508,NA,NA,FALSE,FALSE
"86",19910327,"1991-03-27 12:00:00",1991,3,27,-2,14.5,6.55555555555555,0,NA,NA,FALSE,FALSE
"87",19910328,"1991-03-28 12:00:00",1991,3,28,-2.11111111111111,10.6111111111111,4.61111111111111,0,NA,NA,FALSE,FALSE
"88",19910329,"1991-03-29 12:00:00",1991,3,29,-4,11.2222222222222,3.88888888888889,0,NA,NA,FALSE,FALSE
"89",19910330,"1991-03-30 12:00:00",1991,3,30,-5,10,3,0,NA,NA,FALSE,FALSE
"90",19910331,"1991-03-31 12:00:00",1991,3,31,-0.111111111111111,11.2777777777778,6.38888888888889,0,NA,NA,FALSE,FALSE
"91",19910401,"1991-04-01 12:00:00",1991,4,1,6,18,11.2777777777778,0,NA,NA,FALSE,FALSE
"92",19910402,"1991-04-02 12:00:00",1991,4,2,9,19.1111111111111,13.3888888888889,0,NA,NA,FALSE,FALSE
"93",19910403,"1991-04-03 12:00:00",1991,4,3,5,14.1111111111111,9.83333333333334,0,NA,NA,FALSE,FALSE
"94",19910404,"1991-04-04 12:00:00",1991,4,4,2.5,16,9.55555555555556,0,NA,NA,FALSE,FALSE
"95",19910405,"1991-04-05 12:00:00",1991,4,5,5,14.5,9.55555555555556,0,NA,NA,FALSE,FALSE
"96",19910406,"1991-04-06 12:00:00",1991,4,6,2,15,8.5,0.254,NA,NA,FALSE,FALSE
"97",19910407,"1991-04-07 12:00:00",1991,4,7,7,13.2777777777778,9.77777777777778,1.016,NA,NA,FALSE,FALSE
"98",19910408,"1991-04-08 12:00:00",1991,4,8,5,12.7777777777778,9.55555555555556,2.286,NA,NA,FALSE,FALSE
"99",19910409,"1991-04-09 12:00:00",1991,4,9,4,16,10.5,0.508,NA,NA,FALSE,FALSE
"100",19910410,"1991-04-10 12:00:00",1991,4,10,0.999999999999998,19.1111111111111,11.0555555555556,0,NA,NA,FALSE,FALSE
"101",19910411,"1991-04-11 12:00:00",1991,4,11,4.77777777777778,20.6111111111111,13.7777777777778,0,NA,NA,FALSE,FALSE
"102",19910412,"1991-04-12 12:00:00",1991,4,12,8.88888888888889,22,15.0555555555556,0,NA,NA,FALSE,FALSE
"103",19910413,"1991-04-13 12:00:00",1991,4,13,4.22222222222222,22,14.6666666666667,0,NA,NA,FALSE,FALSE
"104",19910414,"1991-04-14 12:00:00",1991,4,14,4.61111111111111,21.3888888888889,13.6111111111111,0,NA,NA,FALSE,FALSE
"105",19910415,"1991-04-15 12:00:00",1991,4,15,3,21.6111111111111,13.2777777777778,0,NA,NA,FALSE,FALSE
"106",19910416,"1991-04-16 12:00:00",1991,4,16,2,10.8888888888889,6.22222222222222,0,NA,NA,FALSE,FALSE
"107",19910417,"1991-04-17 12:00:00",1991,4,17,0,8,4.61111111111111,0.254,NA,NA,FALSE,FALSE
"108",19910418,"1991-04-18 12:00:00",1991,4,18,-4,6.11111111111111,2.33333333333333,7.112,NA,NA,FALSE,FALSE
"109",19910419,"1991-04-19 12:00:00",1991,4,19,-2,8.22222222222222,3.72222222222222,0,NA,NA,FALSE,FALSE
"110",19910420,"1991-04-20 12:00:00",1991,4,20,-4.77777777777778,8,1.05555555555555,0,NA,NA,FALSE,FALSE
"111",19910421,"1991-04-21 12:00:00",1991,4,21,-5.5,9.61111111111111,2.33333333333333,0,NA,NA,FALSE,FALSE
"112",19910422,"1991-04-22 12:00:00",1991,4,22,1.22222222222222,8.38888888888889,4.16666666666667,0.254,NA,NA,FALSE,FALSE
"113",19910423,"1991-04-23 12:00:00",1991,4,23,2.61111111111111,9,4.55555555555556,7.366,NA,NA,FALSE,FALSE
"114",19910424,"1991-04-24 12:00:00",1991,4,24,2,10,5.77777777777778,7.874,NA,NA,FALSE,FALSE
"115",19910425,"1991-04-25 12:00:00",1991,4,25,-2,13,5.88888888888889,3.81,NA,NA,FALSE,FALSE
"116",19910426,"1991-04-26 12:00:00",1991,4,26,-1.22222222222222,15.6111111111111,7.27777777777778,0,NA,NA,FALSE,FALSE
"117",19910427,"1991-04-27 12:00:00",1991,4,27,-1,16,8.33333333333333,0,NA,NA,FALSE,FALSE
"118",19910428,"1991-04-28 12:00:00",1991,4,28,0.611111111111112,14.2222222222222,7.33333333333333,0,NA,NA,FALSE,FALSE
"119",19910429,"1991-04-29 12:00:00",1991,4,29,0,12.2222222222222,6.38888888888889,0,NA,NA,FALSE,FALSE
"120",19910430,"1991-04-30 12:00:00",1991,4,30,5,9,6.94444444444444,1.27,NA,NA,FALSE,FALSE
"121",19910501,"1991-05-01 12:00:00",1991,5,1,5.61111111111111,11.3888888888889,7.66666666666667,18.796,NA,NA,FALSE,FALSE
"122",19910502,"1991-05-02 12:00:00",1991,5,2,5,8.61111111111111,6.83333333333333,0.508,NA,NA,FALSE,FALSE
"123",19910503,"1991-05-03 12:00:00",1991,5,3,3,10.6111111111111,6.33333333333333,4.826,NA,NA,FALSE,FALSE
"124",19910504,"1991-05-04 12:00:00",1991,5,4,0,9.22222222222222,5,3.81,NA,NA,FALSE,FALSE
"125",19910505,"1991-05-05 12:00:00",1991,5,5,-1,12.1111111111111,5.5,5.08,NA,NA,FALSE,FALSE
"126",19910506,"1991-05-06 12:00:00",1991,5,6,0.777777777777777,14,7.33333333333333,0,NA,NA,FALSE,FALSE
"127",19910507,"1991-05-07 12:00:00",1991,5,7,0.999999999999998,14.5,8.44444444444445,0,NA,NA,FALSE,FALSE
"128",19910508,"1991-05-08 12:00:00",1991,5,8,2,14,8.66666666666667,0,NA,NA,FALSE,FALSE
"129",19910509,"1991-05-09 12:00:00",1991,5,9,0,15.7222222222222,8.77777777777778,3.048,NA,NA,FALSE,FALSE
"130",19910510,"1991-05-10 12:00:00",1991,5,10,1.38888888888889,18,11.3333333333333,0,NA,NA,FALSE,FALSE
"131",19910511,"1991-05-11 12:00:00",1991,5,11,7.72222222222222,18.2777777777778,13,0,NA,NA,FALSE,FALSE
"132",19910512,"1991-05-12 12:00:00",1991,5,12,5,16.2222222222222,11.3333333333333,0,NA,NA,FALSE,FALSE
"133",19910513,"1991-05-13 12:00:00",1991,5,13,1.77777777777778,19,11.3333333333333,0,NA,NA,FALSE,FALSE
"134",19910514,"1991-05-14 12:00:00",1991,5,14,6,14.6111111111111,11.7222222222222,4.572,NA,NA,FALSE,FALSE
"135",19910515,"1991-05-15 12:00:00",1991,5,15,4,12.2777777777778,6.88888888888889,1.27,NA,NA,FALSE,FALSE
"136",19910516,"1991-05-16 12:00:00",1991,5,16,3,12,7.27777777777778,11.684,NA,NA,FALSE,FALSE
"137",19910517,"1991-05-17 12:00:00",1991,5,17,2,12.3888888888889,7.38888888888889,1.524,NA,NA,FALSE,FALSE
"138",19910518,"1991-05-18 12:00:00",1991,5,18,0,14.3888888888889,7.83333333333333,0.254,NA,NA,FALSE,FALSE
"139",19910519,"1991-05-19 12:00:00",1991,5,19,1.61111111111111,17,10.3888888888889,0,NA,NA,FALSE,FALSE
"140",19910520,"1991-05-20 12:00:00",1991,5,20,9.77777777777778,20.7777777777778,15.1111111111111,0,NA,NA,FALSE,FALSE
"141",19910521,"1991-05-21 12:00:00",1991,5,21,12.3888888888889,19.5,15.5,0,NA,NA,FALSE,FALSE
"142",19910522,"1991-05-22 12:00:00",1991,5,22,7,20.2777777777778,14.8333333333333,0,NA,NA,FALSE,FALSE
"143",19910523,"1991-05-23 12:00:00",1991,5,23,3,15.7222222222222,9.27777777777778,0,NA,NA,FALSE,FALSE
"144",19910524,"1991-05-24 12:00:00",1991,5,24,0.999999999999998,15.2222222222222,7.94444444444444,0,NA,NA,FALSE,FALSE
"145",19910525,"1991-05-25 12:00:00",1991,5,25,0.999999999999998,15.1111111111111,9.55555555555556,0,NA,NA,FALSE,FALSE
"146",19910526,"1991-05-26 12:00:00",1991,5,26,5,13,10.5,0.762,NA,NA,FALSE,FALSE
"147",19910527,"1991-05-27 12:00:00",1991,5,27,4,15.6111111111111,10.1666666666667,0,NA,NA,FALSE,FALSE
"148",19910528,"1991-05-28 12:00:00",1991,5,28,3.5,19.3888888888889,12.8333333333333,0,NA,NA,FALSE,FALSE
"149",19910529,"1991-05-29 12:00:00",1991,5,29,5,22.3888888888889,14.7777777777778,0,NA,NA,FALSE,FALSE
"150",19910530,"1991-05-30 12:00:00",1991,5,30,6,24.2222222222222,17.3333333333333,0,NA,NA,FALSE,FALSE
"151",19910531,"1991-05-31 12:00:00",1991,5,31,8,20.5,15.3888888888889,0,NA,NA,FALSE,FALSE
"152",19910601,"1991-06-01 12:00:00",1991,6,1,6,16.5,11.5555555555556,0,NA,NA,FALSE,FALSE
"153",19910602,"1991-06-02 12:00:00",1991,6,2,2,20,11.8888888888889,0,NA,NA,FALSE,FALSE
"154",19910603,"1991-06-03 12:00:00",1991,6,3,6,12.2222222222222,9.55555555555556,0,NA,NA,FALSE,FALSE
"155",19910604,"1991-06-04 12:00:00",1991,6,4,3,14,8.55555555555556,2.286,NA,NA,FALSE,FALSE
"156",19910605,"1991-06-05 12:00:00",1991,6,5,1.38888888888889,17,10.1666666666667,0.254,NA,NA,FALSE,FALSE
"157",19910606,"1991-06-06 12:00:00",1991,6,6,8,14.1111111111111,11.1666666666667,0,NA,NA,FALSE,FALSE
"158",19910607,"1991-06-07 12:00:00",1991,6,7,10.7222222222222,16,12.8888888888889,0,NA,NA,FALSE,FALSE
"159",19910608,"1991-06-08 12:00:00",1991,6,8,10.7222222222222,18.6111111111111,14.1111111111111,7.874,NA,NA,FALSE,FALSE
"160",19910609,"1991-06-09 12:00:00",1991,6,9,10.2777777777778,19,14.4444444444444,0,NA,NA,FALSE,FALSE
"161",19910610,"1991-06-10 12:00:00",1991,6,10,11.7222222222222,18,13.9444444444444,6.35,NA,NA,FALSE,FALSE
"162",19910611,"1991-06-11 12:00:00",1991,6,11,11,18.2222222222222,14.7222222222222,4.572,NA,NA,FALSE,FALSE
"163",19910612,"1991-06-12 12:00:00",1991,6,12,13,22.2222222222222,17.0555555555556,0,NA,NA,FALSE,FALSE
"164",19910613,"1991-06-13 12:00:00",1991,6,13,10,17,13.4444444444444,2.54,NA,NA,FALSE,FALSE
"165",19910614,"1991-06-14 12:00:00",1991,6,14,8.61111111111111,20,14.6111111111111,1.27,NA,NA,FALSE,FALSE
"166",19910615,"1991-06-15 12:00:00",1991,6,15,12,20,15.7777777777778,0,NA,NA,FALSE,FALSE
"167",19910616,"1991-06-16 12:00:00",1991,6,16,9,18.5,13.1111111111111,1.524,NA,NA,FALSE,FALSE
"168",19910617,"1991-06-17 12:00:00",1991,6,17,7.88888888888889,17.7222222222222,12.5,0,NA,NA,FALSE,FALSE
"169",19910618,"1991-06-18 12:00:00",1991,6,18,7.61111111111111,17,11.6666666666667,0,NA,NA,FALSE,FALSE
"170",19910619,"1991-06-19 12:00:00",1991,6,19,7.77777777777778,13.5,10.6111111111111,2.794,NA,NA,FALSE,FALSE
"171",19910620,"1991-06-20 12:00:00",1991,6,20,6,12.2222222222222,10.7777777777778,8.128,NA,NA,FALSE,FALSE
"172",19910621,"1991-06-21 12:00:00",1991,6,21,6.38888888888889,21.7222222222222,15.8888888888889,10.922,NA,NA,FALSE,FALSE
"173",19910622,"1991-06-22 12:00:00",1991,6,22,12,20.1111111111111,17,0.508,NA,NA,FALSE,FALSE
"174",19910623,"1991-06-23 12:00:00",1991,6,23,11.7777777777778,22.2222222222222,16.9444444444444,5.842,NA,NA,FALSE,FALSE
"175",19910624,"1991-06-24 12:00:00",1991,6,24,14,21.2222222222222,17.4444444444444,0.254,NA,NA,FALSE,FALSE
"176",19910625,"1991-06-25 12:00:00",1991,6,25,14,25,18.6666666666667,4.064,NA,NA,FALSE,FALSE
"177",19910626,"1991-06-26 12:00:00",1991,6,26,13,20.2222222222222,17.1111111111111,1.778,NA,NA,FALSE,FALSE
"178",19910627,"1991-06-27 12:00:00",1991,6,27,9.72222222222222,16.1111111111111,12.1666666666667,2.286,NA,NA,FALSE,FALSE
"179",19910628,"1991-06-28 12:00:00",1991,6,28,10.2777777777778,16.2777777777778,12.7777777777778,23.622,NA,NA,FALSE,FALSE
"180",19910629,"1991-06-29 12:00:00",1991,6,29,9,16.7222222222222,12.6666666666667,2.032,NA,NA,FALSE,FALSE
"181",19910630,"1991-06-30 12:00:00",1991,6,30,8.88888888888889,22,15.9444444444444,0,NA,NA,FALSE,FALSE
"182",19910701,"1991-07-01 12:00:00",1991,7,1,10.5,24.2222222222222,18.6666666666667,1.524,NA,NA,FALSE,FALSE
"183",19910702,"1991-07-02 12:00:00",1991,7,2,15,29.2222222222222,22.6111111111111,2.794,NA,NA,FALSE,FALSE
"184",19910703,"1991-07-03 12:00:00",1991,7,3,14.2777777777778,30,23.2222222222222,0,NA,NA,FALSE,FALSE
"185",19910704,"1991-07-04 12:00:00",1991,7,4,14.7777777777778,29,23,0,NA,NA,FALSE,FALSE
"186",19910705,"1991-07-05 12:00:00",1991,7,5,17.7777777777778,31,25.0555555555556,0,NA,NA,FALSE,FALSE
"187",19910706,"1991-07-06 12:00:00",1991,7,6,17,31.2777777777778,25.5555555555556,0,NA,NA,FALSE,FALSE
"188",19910707,"1991-07-07 12:00:00",1991,7,7,15.2777777777778,31.3888888888889,24.1666666666667,0,NA,NA,FALSE,FALSE
"189",19910708,"1991-07-08 12:00:00",1991,7,8,18,28.2222222222222,23.2222222222222,0,NA,NA,FALSE,FALSE
"190",19910709,"1991-07-09 12:00:00",1991,7,9,13,24.1111111111111,20.0555555555556,0,NA,NA,FALSE,FALSE
"191",19910710,"1991-07-10 12:00:00",1991,7,10,10,28.2777777777778,20.3888888888889,0,NA,NA,FALSE,FALSE
"192",19910711,"1991-07-11 12:00:00",1991,7,11,16,34.5,26.3333333333333,0,NA,NA,FALSE,FALSE
"193",19910712,"1991-07-12 12:00:00",1991,7,12,14.7222222222222,27,21.6111111111111,0,NA,NA,FALSE,FALSE
"194",19910713,"1991-07-13 12:00:00",1991,7,13,12.7777777777778,23,17.7777777777778,0,NA,NA,FALSE,FALSE
"195",19910714,"1991-07-14 12:00:00",1991,7,14,14.6111111111111,23.2777777777778,18.0555555555556,18.542,NA,NA,FALSE,FALSE
"196",19910715,"1991-07-15 12:00:00",1991,7,15,14.7222222222222,22.3888888888889,18.1666666666667,2.794,NA,NA,FALSE,FALSE
"197",19910716,"1991-07-16 12:00:00",1991,7,16,13.3888888888889,20.1111111111111,16.6666666666667,0,NA,NA,FALSE,FALSE
"198",19910717,"1991-07-17 12:00:00",1991,7,17,13,22,16.9444444444444,0,NA,NA,FALSE,FALSE
"199",19910718,"1991-07-18 12:00:00",1991,7,18,10,19.3888888888889,15.5555555555556,0,NA,NA,FALSE,FALSE
"200",19910719,"1991-07-19 12:00:00",1991,7,19,14,18.3888888888889,16.2777777777778,6.096,NA,NA,FALSE,FALSE
"201",19910720,"1991-07-20 12:00:00",1991,7,20,14,20.7222222222222,17.0555555555556,0,NA,NA,FALSE,FALSE
"202",19910721,"1991-07-21 12:00:00",1991,7,21,11,21,15.5,0,NA,NA,FALSE,FALSE
"203",19910722,"1991-07-22 12:00:00",1991,7,22,8,24.2777777777778,16.8333333333333,0,NA,NA,FALSE,FALSE
"204",19910723,"1991-07-23 12:00:00",1991,7,23,11.7222222222222,29.2777777777778,21.6666666666667,0,NA,NA,FALSE,FALSE
"205",19910724,"1991-07-24 12:00:00",1991,7,24,15,22.6111111111111,19.5555555555556,0,NA,NA,FALSE,FALSE
"206",19910725,"1991-07-25 12:00:00",1991,7,25,12.7222222222222,20,14.6111111111111,0.254,NA,NA,FALSE,FALSE
"207",19910726,"1991-07-26 12:00:00",1991,7,26,10.7222222222222,20.3888888888889,14.8888888888889,8.89,NA,NA,FALSE,FALSE
"208",19910727,"1991-07-27 12:00:00",1991,7,27,11.3888888888889,23.2222222222222,17,6.858,NA,NA,FALSE,FALSE
"209",19910728,"1991-07-28 12:00:00",1991,7,28,9.72222222222222,27.3888888888889,19.5555555555556,0,NA,NA,FALSE,FALSE
"210",19910729,"1991-07-29 12:00:00",1991,7,29,14.7222222222222,28.2777777777778,22.6111111111111,0,NA,NA,FALSE,FALSE
"211",19910730,"1991-07-30 12:00:00",1991,7,30,17.6111111111111,29.2222222222222,23.5,0,NA,NA,FALSE,FALSE
"212",19910731,"1991-07-31 12:00:00",1991,7,31,13,20,17.6111111111111,2.032,NA,NA,FALSE,FALSE
"213",19910801,"1991-08-01 12:00:00",1991,8,1,12,24,17.7222222222222,8.89,NA,NA,FALSE,FALSE
"214",19910802,"1991-08-02 12:00:00",1991,8,2,12,27,19.4444444444444,0,NA,NA,FALSE,FALSE
