"Month","Tmin","Tmax","Dynamic_Model","GDH"
10,-10,-5,1.49956077100388e-05,0
10,-10,-4,6.98508852148016e-05,0
10,-10,-3,0.000325204133582563,0
10,-10,-2,0.00150491558531456,0
10,-10,-1,0.00686787018992205,0
10,-10,0,0.0301616358398271,0
10,-10,1,0.116874468027854,0
10,-10,2,0.322936802307197,0
10,-10,3,0.525299522455948,0
10,-10,4,0.560199540190232,0
10,-10,5,0.580795246139892,0.23612186903174
10,-10,6,0.602241993456919,1.2843880655228
10,-10,7,0.604427445201246,3.42445271649284
10,-10,8,0.626741302036105,6.77352986431104
10,-10,9,0.625322497422802,11.3859211313572
10,-10,10,0.630372467405437,17.2358577856078
10,-10,11,0.634301468085686,24.2786964195297
10,-10,12,0.62740057158769,32.4307926055249
10,-10,13,0.605597428288471,41.5686524500333
10,-10,14,0.59698323930105,51.5392834882621
10,-10,15,0.576445425067759,62.185304983491
10,-10,16,0.550875313729282,73.3301963356961
10,-10,17,0.531772695037691,84.7893332001916
10,-10,18,0.486806431375077,96.3732303350618
10,-10,19,0.451096670333005,107.887595862677
10,-10,20,0.464020790705852,119.140121023505
10,-10,21,0.346398480622048,129.949352137386
10,-10,22,0.224938686248613,140.147072790298
10,-10,23,0.104910257818475,149.57966031796
10,-10,24,0,158.105186954805
10,-10,25,0,165.60326444988
10,-10,26,0,167.42003599186
10,-10,27,0,164.468782849578
10,-10,28,0,159.173246637815
10,-10,29,0,152.540565242854
10,-10,30,0,144.461002431955
10,-9,-5,1.61432366069957e-05,0
10,-9,-4,7.36169935612013e-05,0
10,-9,-3,0.000338462064646689,0
10,-9,-2,0.00155380084290485,0
10,-9,-1,0.00705337633078523,0
10,-9,0,0.0308683461086837,0
10,-9,1,0.119410310080986,0
10,-9,2,0.33017965045863,0
10,-9,3,0.535681071559165,0
10,-9,4,0.568759940825158,0
10,-9,5,0.593105831622069,0.244667851610135
10,-9,6,0.619687089277388,1.32659008166311
10,-9,7,0.616510124928842,3.53137322401415
10,-9,8,0.638917991151221,6.9733978723828
10,-9,9,0.630391894584114,11.6997112023469
10,-9,10,0.644133356554933,17.6844935988032
10,-9,11,0.644304753781708,24.8831579927118
10,-9,12,0.635127353679435,33.2028441092602
10,-9,13,0.617607012216017,42.5096546720202
