"Month","Tmin","Tmax","Dynamic_Model","GDH"
10,-10,-5,1.50026999142065e-05,0
10,-10,-4,6.99345223083595e-05,0
10,-10,-3,0.000325761419644599,0
10,-10,-2,0.00150804140616188,0
10,-10,-1,0.00688391448812431,0
10,-10,0,0.0302379469861217,0
10,-10,1,0.117174672170627,0
10,-10,2,0.323499950020411,0
10,-10,3,0.527052791331092,0
10,-10,4,0.559621573815943,0
10,-10,5,0.574483583959121,0.236385973042802
10,-10,6,0.600723156451628,1.28338338281543
10,-10,7,0.61271311513348,3.42055099479998
10,-10,8,0.614361740632048,6.75866753573882
10,-10,9,0.637338718236591,11.3557258471202
10,-10,10,0.627853566831587,17.2190554445501
10,-10,11,0.620563594259716,24.2719142417244
10,-10,12,0.625337473348005,32.4188661154149
10,-10,13,0.611986059405606,41.5507475668131
10,-10,14,0.606673444168143,51.5232110753427
10,-10,15,0.555524553877918,62.172636577356
10,-10,16,0.548394265471545,73.318654458648
10,-10,17,0.538999688388193,84.7691199088141
10,-10,18,0.497902797118986,96.3306300684916
10,-10,19,0.471365874515372,107.809878790557
10,-10,20,0.4374214806694,119.022423801466
10,-10,21,0.384417922353658,129.790058074732
10,-10,22,0.190961103316021,139.945418397128
10,-10,23,0.0559285672988761,149.329263151778
10,-10,24,0,157.799373525774
10,-10,25,0,165.234417867254
10,-10,26,0,166.936467588734
10,-10,27,0,163.983085468561
10,-10,28,0,158.929943566508
10,-10,29,0,151.756362775865
10,-10,30,0,143.49250276071
10,-9,-5,1.61419208137386e-05,0
10,-9,-4,7.36785437242229e-05,0
10,-9,-3,0.000338965607852676,0
10,-9,-2,0.00155682352539217,0
10,-9,-1,0.00706952027236573,0
10,-9,0,0.0309472701381131,0
10,-9,1,0.119734847121975,0
10,-9,2,0.330836629417788,0
10,-9,3,0.537135992602758,0
10,-9,4,0.57287134172872,0
10,-9,5,0.587296418867814,0.244243904822569
10,-9,6,0.615420080490116,1.32630045156542
10,-9,7,0.620983828884599,3.52707249655183
10,-9,8,0.636148727525389,6.9545425769806
10,-9,9,0.646327070836053,11.675342472414
10,-9,10,0.635768658892056,17.676038693817
10,-9,11,0.640308754161997,24.875177849707
10,-9,12,0.633130991832046,33.1881327635106
10,-9,13,0.633512626805286,42.4937066789649
10,-9,14,0.607602336716692,52.6441904605885
10,-9,15,0.56791538701484,63.4703449324828
10,-9,16,0.56809133801729,74.7861948811801
10,-9,17,0.533604987591051,86.400296047332
10,-9,18,0.509467238689552,98.1176271568784
10,-9,19,0.480084521862486,109.748389354305
10,-9,20,0.443897486705554,121.105650577276
10,-9,21,0.397279469803849,132.008420023184
10,-9,22,0.202356871819789,142.281119984808
10,-9,23,0.06074304539627,151.763244259921
