DATE,YEARMODA,Year,Month,Day,Tmin,Tmax,Tmin_source,Tmax_source,no_Tmin,no_Tmax
31-05-91,19910531,1991,5,31,8.4,18.7,NA,NA,FALSE,FALSE
01-06-91,19910601,1991,6,1,6.2,16,NA,NA,FALSE,FALSE
02-06-91,19910602,1991,6,2,2.1,19.1,NA,NA,FALSE,FALSE
03-06-91,19910603,1991,6,3,5.2,11.7,NA,NA,FALSE,FALSE
04-06-91,19910604,1991,6,4,4.3,13.7,NA,NA,FALSE,FALSE
05-06-91,19910605,1991,6,5,1.9,15,NA,NA,FALSE,FALSE
06-06-91,19910606,1991,6,6,7.6,13.3,NA,NA,FALSE,FALSE
07-06-91,19910607,1991,6,7,10,15.5,NA,NA,FALSE,FALSE
08-06-91,19910608,1991,6,8,10.2,16.3,NA,NA,FALSE,FALSE
09-06-91,19910609,1991,6,9,10.2,17,NA,NA,FALSE,FALSE
10-06-91,19910610,1991,6,10,10.5,16.4,NA,NA,FALSE,FALSE
11-06-91,19910611,1991,6,11,11,16.7,NA,NA,FALSE,FALSE
12-06-91,19910612,1991,6,12,12.5,20,NA,NA,FALSE,FALSE
13-06-91,19910613,1991,6,13,11.3,16.8,NA,NA,FALSE,FALSE
14-06-91,19910614,1991,6,14,8.9,18.7,NA,NA,FALSE,FALSE
15-06-91,19910615,1991,6,15,10.4,19.9,NA,NA,FALSE,FALSE
16-06-91,19910616,1991,6,16,11.1,15.2,NA,NA,FALSE,FALSE
17-06-91,19910617,1991,6,17,8,17.4,NA,NA,FALSE,FALSE
18-06-91,19910618,1991,6,18,8.6,14.7,NA,NA,FALSE,FALSE
19-06-91,19910619,1991,6,19,8.2,14.1,NA,NA,FALSE,FALSE
20-06-91,19910620,1991,6,20,9.2,12.7,NA,NA,FALSE,FALSE
21-06-91,19910621,1991,6,21,7.6,20.6,NA,NA,FALSE,FALSE
22-06-91,19910622,1991,6,22,12.9,19,NA,NA,FALSE,FALSE
23-06-91,19910623,1991,6,23,10.4,19.7,NA,NA,FALSE,FALSE
24-06-91,19910624,1991,6,24,15,20,NA,NA,FALSE,FALSE
25-06-91,19910625,1991,6,25,13.8,23.2,NA,NA,FALSE,FALSE
26-06-91,19910626,1991,6,26,12,18.7,NA,NA,FALSE,FALSE
27-06-91,19910627,1991,6,27,9.7,15.9,NA,NA,FALSE,FALSE
28-06-91,19910628,1991,6,28,10,14.1,NA,NA,FALSE,FALSE
29-06-91,19910629,1991,6,29,9,16.5,NA,NA,FALSE,FALSE
30-06-91,19910630,1991,6,30,8.1,20.6,NA,NA,FALSE,FALSE
01-07-91,19910701,1991,7,1,15,23.8,NA,NA,FALSE,FALSE
02-07-91,19910702,1991,7,2,15.6,28.6,NA,NA,FALSE,FALSE
03-07-91,19910703,1991,7,3,13.1,27.7,NA,NA,FALSE,FALSE
04-07-91,19910704,1991,7,4,13.3,26.9,NA,NA,FALSE,FALSE
05-07-91,19910705,1991,7,5,15.4,28.7,NA,NA,FALSE,FALSE
06-07-91,19910706,1991,7,6,18.1,30.4,NA,NA,FALSE,FALSE
07-07-91,19910707,1991,7,7,13.8,31,NA,NA,FALSE,FALSE
08-07-91,19910708,1991,7,8,18.9,26.2,NA,NA,FALSE,FALSE
09-07-91,19910709,1991,7,9,12.7,24.7,NA,NA,FALSE,FALSE
10-07-91,19910710,1991,7,10,10.1,26.9,NA,NA,FALSE,FALSE
11-07-91,19910711,1991,7,11,15.2,32.4,NA,NA,FALSE,FALSE
12-07-91,19910712,1991,7,12,14.1,26.7,NA,NA,FALSE,FALSE
13-07-91,19910713,1991,7,13,12.5,21.5,NA,NA,FALSE,FALSE
14-07-91,19910714,1991,7,14,14.7,22.1,NA,NA,FALSE,FALSE
15-07-91,19910715,1991,7,15,13.2,21.3,NA,NA,FALSE,FALSE
16-07-91,19910716,1991,7,16,12.1,19.6,NA,NA,FALSE,FALSE
17-07-91,19910717,1991,7,17,11.6,19.9,NA,NA,FALSE,FALSE
18-07-91,19910718,1991,7,18,10,17.8,NA,NA,FALSE,FALSE
19-07-91,19910719,1991,7,19,13.6,16.9,NA,NA,FALSE,FALSE
20-07-91,19910720,1991,7,20,11.9,19.4,NA,NA,FALSE,FALSE
21-07-91,19910721,1991,7,21,13.2,20.7,NA,NA,FALSE,FALSE
22-07-91,19910722,1991,7,22,8.8,23.5,NA,NA,FALSE,FALSE
23-07-91,19910723,1991,7,23,9,28.9,NA,NA,FALSE,FALSE
24-07-91,19910724,1991,7,24,16.2,21.2,NA,NA,FALSE,FALSE
25-07-91,19910725,1991,7,25,12.1,19.5,NA,NA,FALSE,FALSE
26-07-91,19910726,1991,7,26,12,19.3,NA,NA,FALSE,FALSE
27-07-91,19910727,1991,7,27,13.2,22,NA,NA,FALSE,FALSE
28-07-91,19910728,1991,7,28,9.3,25.5,NA,NA,FALSE,FALSE
29-07-91,19910729,1991,7,29,11,26.3,NA,NA,FALSE,FALSE
30-07-91,19910730,1991,7,30,13.1,27.4,NA,NA,FALSE,FALSE
31-07-91,19910731,1991,7,31,13.3,19.2,NA,NA,FALSE,FALSE
01-08-91,19910801,1991,8,1,11.5,23.3,NA,NA,FALSE,FALSE
02-08-91,19910802,1991,8,2,10.7,25.2,NA,NA,FALSE,FALSE
03-08-91,19910803,1991,8,3,13.6,24.1,NA,NA,FALSE,FALSE
04-08-91,19910804,1991,8,4,15,25.6,NA,NA,FALSE,FALSE
05-08-91,19910805,1991,8,5,13,28.1,NA,NA,FALSE,FALSE
06-08-91,19910806,1991,8,6,16.1,31,NA,NA,FALSE,FALSE
07-08-91,19910807,1991,8,7,15.9,30.4,NA,NA,FALSE,FALSE
08-08-91,19910808,1991,8,8,13.9,18.3,NA,NA,FALSE,FALSE
09-08-91,19910809,1991,8,9,12,22.5,NA,NA,FALSE,FALSE
10-08-91,19910810,1991,8,10,13.3,24.9,NA,NA,FALSE,FALSE
11-08-91,19910811,1991,8,11,15.1,25.7,NA,NA,FALSE,FALSE
12-08-91,19910812,1991,8,12,15.8,22.7,NA,NA,FALSE,FALSE
13-08-91,19910813,1991,8,13,9.2,22.1,NA,NA,FALSE,FALSE
14-08-91,19910814,1991,8,14,12.1,23.4,NA,NA,FALSE,FALSE
15-08-91,19910815,1991,8,15,11.4,26.5,NA,NA,FALSE,FALSE
16-08-91,19910816,1991,8,16,13.7,23.2,NA,NA,FALSE,FALSE
17-08-91,19910817,1991,8,17,13.6,21.9,NA,NA,FALSE,FALSE
18-08-91,19910818,1991,8,18,11.8,19.7,NA,NA,FALSE,FALSE
19-08-91,19910819,1991,8,19,10.7,19.9,NA,NA,FALSE,FALSE
20-08-91,19910820,1991,8,20,14.3,20.8,NA,NA,FALSE,FALSE
21-08-91,19910821,1991,8,21,11,26.7,NA,NA,FALSE,FALSE
22-08-91,19910822,1991,8,22,16.1,30.1,NA,NA,FALSE,FALSE
23-08-91,19910823,1991,8,23,17.6,23.6,NA,NA,FALSE,FALSE
24-08-91,19910824,1991,8,24,13.9,22.4,NA,NA,FALSE,FALSE
25-08-91,19910825,1991,8,25,9.3,23.2,NA,NA,FALSE,FALSE
26-08-91,19910826,1991,8,26,8.6,24.4,NA,NA,FALSE,FALSE
27-08-91,19910827,1991,8,27,8.1,23.3,NA,NA,FALSE,FALSE
28-08-91,19910828,1991,8,28,10.3,21.7,NA,NA,FALSE,FALSE
29-08-91,19910829,1991,8,29,10,22.2,NA,NA,FALSE,FALSE
30-08-91,19910830,1991,8,30,5.2,22.7,NA,NA,FALSE,FALSE
31-08-91,19910831,1991,8,31,8.9,25.6,NA,NA,FALSE,FALSE
01-09-91,19910901,1991,9,1,9.7,27.2,NA,NA,FALSE,FALSE
02-09-91,19910902,1991,9,2,9,27.3,NA,NA,FALSE,FALSE
03-09-91,19910903,1991,9,3,9.2,27.8,NA,NA,FALSE,FALSE
04-09-91,19910904,1991,9,4,8.9,28.5,NA,NA,FALSE,FALSE
05-09-91,19910905,1991,9,5,10,24.1,NA,NA,FALSE,FALSE
06-09-91,19910906,1991,9,6,12.2,17.4,NA,NA,FALSE,FALSE
07-09-91,19910907,1991,9,7,8,17.2,NA,NA,FALSE,FALSE
08-09-91,19910908,1991,9,8,10.8,18.3,NA,NA,FALSE,FALSE
09-09-91,19910909,1991,9,9,6.1,22.9,NA,NA,FALSE,FALSE
10-09-91,19910910,1991,9,10,7.8,27.1,NA,NA,FALSE,FALSE
11-09-91,19910911,1991,9,11,12.1,21.3,NA,NA,FALSE,FALSE
12-09-91,19910912,1991,9,12,7,19.8,NA,NA,FALSE,FALSE
13-09-91,19910913,1991,9,13,2.7,21.7,NA,NA,FALSE,FALSE
14-09-91,19910914,1991,9,14,2,23.8,NA,NA,FALSE,FALSE
15-09-91,19910915,1991,9,15,9.9,22.4,NA,NA,FALSE,FALSE
16-09-91,19910916,1991,9,16,13.6,23,NA,NA,FALSE,FALSE
17-09-91,19910917,1991,9,17,15.2,20,NA,NA,FALSE,FALSE
18-09-91,19910918,1991,9,18,8.7,23.9,NA,NA,FALSE,FALSE
19-09-91,19910919,1991,9,19,10,17.3,NA,NA,FALSE,FALSE
20-09-91,19910920,1991,9,20,8.2,19.2,NA,NA,FALSE,FALSE
21-09-91,19910921,1991,9,21,6.1,25,NA,NA,FALSE,FALSE
22-09-91,19910922,1991,9,22,14.2,24.5,NA,NA,FALSE,FALSE
23-09-91,19910923,1991,9,23,11.5,17.4,NA,NA,FALSE,FALSE
24-09-91,19910924,1991,9,24,15.8,20.6,NA,NA,FALSE,FALSE
25-09-91,19910925,1991,9,25,16,22.2,NA,NA,FALSE,FALSE
26-09-91,19910926,1991,9,26,12.6,15.8,NA,NA,FALSE,FALSE
27-09-91,19910927,1991,9,27,9.1,15.2,NA,NA,FALSE,FALSE
28-09-91,19910928,1991,9,28,7.3,13.1,NA,NA,FALSE,FALSE
29-09-91,19910929,1991,9,29,11,16,NA,NA,FALSE,FALSE
30-09-91,19910930,1991,9,30,7.7,17.4,NA,NA,FALSE,FALSE
01-10-91,19911001,1991,10,1,3,15.2,NA,NA,FALSE,FALSE
02-10-91,19911002,1991,10,2,9,13.1,NA,NA,FALSE,FALSE
03-10-91,19911003,1991,10,3,6,19,NA,NA,FALSE,FALSE
04-10-91,19911004,1991,10,4,8.9,16.7,NA,NA,FALSE,FALSE
05-10-91,19911005,1991,10,5,4.3,16.4,NA,NA,FALSE,FALSE
06-10-91,19911006,1991,10,6,11,12.2,NA,NA,FALSE,FALSE
07-10-91,19911007,1991,10,7,10.3,14,NA,NA,FALSE,FALSE
08-10-91,19911008,1991,10,8,8,16.8,NA,NA,FALSE,FALSE
09-10-91,19911009,1991,10,9,7.8,17.1,NA,NA,FALSE,FALSE
10-10-91,19911010,1991,10,10,8.5,17.9,NA,NA,FALSE,FALSE
11-10-91,19911011,1991,10,11,10.2,18.3,NA,NA,FALSE,FALSE
12-10-91,19911012,1991,10,12,10.4,14.2,NA,NA,FALSE,FALSE
13-10-91,19911013,1991,10,13,10.1,15.6,NA,NA,FALSE,FALSE
14-10-91,19911014,1991,10,14,7.2,18.2,NA,NA,FALSE,FALSE
15-10-91,19911015,1991,10,15,9.8,18.4,NA,NA,FALSE,FALSE
16-10-91,19911016,1991,10,16,9.1,16.3,NA,NA,FALSE,FALSE
17-10-91,19911017,1991,10,17,6.9,13.1,NA,NA,FALSE,FALSE
18-10-91,19911018,1991,10,18,6.5,11.2,NA,NA,FALSE,FALSE
19-10-91,19911019,1991,10,19,3.8,9.4,NA,NA,FALSE,FALSE
20-10-91,19911020,1991,10,20,5.1,8.5,NA,NA,FALSE,FALSE
21-10-91,19911021,1991,10,21,1.2,8.4,NA,NA,FALSE,FALSE
22-10-91,19911022,1991,10,22,1.1,11.5,NA,NA,FALSE,FALSE
23-10-91,19911023,1991,10,23,7.3,9,NA,NA,FALSE,FALSE
24-10-91,19911024,1991,10,24,6.9,9.4,NA,NA,FALSE,FALSE
25-10-91,19911025,1991,10,25,6.7,10.5,NA,NA,FALSE,FALSE
26-10-91,19911026,1991,10,26,0.8,10.3,NA,NA,FALSE,FALSE
27-10-91,19911027,1991,10,27,0.8,8.4,NA,NA,FALSE,FALSE
28-10-91,19911028,1991,10,28,2.9,7.1,NA,NA,FALSE,FALSE
29-10-91,19911029,1991,10,29,0.3,9,NA,NA,FALSE,FALSE
30-10-91,19911030,1991,10,30,-1.4,6.3,NA,NA,FALSE,FALSE
31-10-91,19911031,1991,10,31,3,8.5,NA,NA,FALSE,FALSE
01-11-91,19911101,1991,11,1,2.2,10.6,NA,NA,FALSE,FALSE
02-11-91,19911102,1991,11,2,9.7,14.4,NA,NA,FALSE,FALSE
03-11-91,19911103,1991,11,3,8.1,13.2,NA,NA,FALSE,FALSE
04-11-91,19911104,1991,11,4,3.7,10.2,NA,NA,FALSE,FALSE
05-11-91,19911105,1991,11,5,5.8,8.7,NA,NA,FALSE,FALSE
06-11-91,19911106,1991,11,6,3.1,7.2,NA,NA,FALSE,FALSE
07-11-91,19911107,1991,11,7,5.4,11.5,NA,NA,FALSE,FALSE
08-11-91,19911108,1991,11,8,6.3,12,NA,NA,FALSE,FALSE
09-11-91,19911109,1991,11,9,2.8,8.6,NA,NA,FALSE,FALSE
10-11-91,19911110,1991,11,10,1.7,7.9,NA,NA,FALSE,FALSE
11-11-91,19911111,1991,11,11,5.1,8,NA,NA,FALSE,FALSE
12-11-91,19911112,1991,11,12,1.8,11,NA,NA,FALSE,FALSE
13-11-91,19911113,1991,11,13,5.2,11.3,NA,NA,FALSE,FALSE
14-11-91,19911114,1991,11,14,3.5,9.7,NA,NA,FALSE,FALSE
15-11-91,19911115,1991,11,15,2,9,NA,NA,FALSE,FALSE
16-11-91,19911116,1991,11,16,-0.4,7.2,NA,NA,FALSE,FALSE
17-11-91,19911117,1991,11,17,1.9,7.4,NA,NA,FALSE,FALSE
18-11-91,19911118,1991,11,18,2.9,7.5,NA,NA,FALSE,FALSE
19-11-91,19911119,1991,11,19,0,9.8,NA,NA,FALSE,FALSE
20-11-91,19911120,1991,11,20,-0.4,4.6,NA,NA,FALSE,FALSE
21-11-91,19911121,1991,11,21,-0.5,4,NA,NA,FALSE,FALSE
22-11-91,19911122,1991,11,22,-1.7,3.4,NA,NA,FALSE,FALSE
23-11-91,19911123,1991,11,23,0.3,7,NA,NA,FALSE,FALSE
24-11-91,19911124,1991,11,24,-0.3,6.3,NA,NA,FALSE,FALSE
25-11-91,19911125,1991,11,25,0.4,3.4,NA,NA,FALSE,FALSE
26-11-91,19911126,1991,11,26,-1.2,6.3,NA,NA,FALSE,FALSE
27-11-91,19911127,1991,11,27,1.8,7,NA,NA,FALSE,FALSE
28-11-91,19911128,1991,11,28,-0.5,6.2,NA,NA,FALSE,FALSE
29-11-91,19911129,1991,11,29,0,3.5,NA,NA,FALSE,FALSE
30-11-91,19911130,1991,11,30,0.9,7.3,NA,NA,FALSE,FALSE
01-12-91,19911201,1991,12,1,-1.5,1.2,NA,NA,FALSE,FALSE
02-12-91,19911202,1991,12,2,-0.6,1,NA,NA,FALSE,FALSE
03-12-91,19911203,1991,12,3,-1.2,0,NA,NA,FALSE,FALSE
04-12-91,19911204,1991,12,4,-2.5,1.3,NA,NA,FALSE,FALSE
05-12-91,19911205,1991,12,5,-1.4,5.7,NA,NA,FALSE,FALSE
06-12-91,19911206,1991,12,6,-2.1,1.2,NA,NA,FALSE,FALSE
07-12-91,19911207,1991,12,7,-0.9,2.4,NA,NA,FALSE,FALSE
08-12-91,19911208,1991,12,8,1,3.1,NA,NA,FALSE,FALSE
09-12-91,19911209,1991,12,9,-3,4,NA,NA,FALSE,FALSE
10-12-91,19911210,1991,12,10,-6.3,-1.8,NA,NA,FALSE,FALSE
11-12-91,19911211,1991,12,11,-5,0.6,NA,NA,FALSE,FALSE
12-12-91,19911212,1991,12,12,-5.4,1.6,NA,NA,FALSE,FALSE
13-12-91,19911213,1991,12,13,-5.1,7.1,NA,NA,FALSE,FALSE
14-12-91,19911214,1991,12,14,-3.9,6.4,NA,NA,FALSE,FALSE
15-12-91,19911215,1991,12,15,-5.3,4.2,NA,NA,FALSE,FALSE
16-12-91,19911216,1991,12,16,0,3.2,NA,NA,FALSE,FALSE
17-12-91,19911217,1991,12,17,1.7,7.5,NA,NA,FALSE,FALSE
18-12-91,19911218,1991,12,18,3.2,7.8,NA,NA,FALSE,FALSE
19-12-91,19911219,1991,12,19,3.6,11,NA,NA,FALSE,FALSE
20-12-91,19911220,1991,12,20,0.5,6.3,NA,NA,FALSE,FALSE
21-12-91,19911221,1991,12,21,2,11,NA,NA,FALSE,FALSE
22-12-91,19911222,1991,12,22,10.2,12.3,NA,NA,FALSE,FALSE
23-12-91,19911223,1991,12,23,6,11.5,NA,NA,FALSE,FALSE
24-12-91,19911224,1991,12,24,3.5,5.7,NA,NA,FALSE,FALSE
25-12-91,19911225,1991,12,25,1.3,4.8,NA,NA,FALSE,FALSE
26-12-91,19911226,1991,12,26,0.2,7.4,NA,NA,FALSE,FALSE
27-12-91,19911227,1991,12,27,4.1,6.1,NA,NA,FALSE,FALSE
28-12-91,19911228,1991,12,28,1.2,7,NA,NA,FALSE,FALSE
29-12-91,19911229,1991,12,29,2,6.1,NA,NA,FALSE,FALSE
30-12-91,19911230,1991,12,30,3.8,4.9,NA,NA,FALSE,FALSE
31-12-91,19911231,1991,12,31,0.3,3.1,NA,NA,FALSE,FALSE
01-01-92,19920101,1992,1,1,0.7,4.9,NA,NA,FALSE,FALSE
02-01-92,19920102,1992,1,2,0.2,6.3,NA,NA,FALSE,FALSE
03-01-92,19920103,1992,1,3,-0.8,4.2,NA,NA,FALSE,FALSE
04-01-92,19920104,1992,1,4,4.6,7.8,NA,NA,FALSE,FALSE
05-01-92,19920105,1992,1,5,4,10.5,NA,NA,FALSE,FALSE
06-01-92,19920106,1992,1,6,2.6,9.7,NA,NA,FALSE,FALSE
07-01-92,19920107,1992,1,7,1.2,4.9,NA,NA,FALSE,FALSE
08-01-92,19920108,1992,1,8,3.1,9.8,NA,NA,FALSE,FALSE
09-01-92,19920109,1992,1,9,6,12,NA,NA,FALSE,FALSE
10-01-92,19920110,1992,1,10,1.1,6.1,NA,NA,FALSE,FALSE
11-01-92,19920111,1992,1,11,-1.4,5.2,NA,NA,FALSE,FALSE
12-01-92,19920112,1992,1,12,2.2,5,NA,NA,FALSE,FALSE
13-01-92,19920113,1992,1,13,1.6,2.8,NA,NA,FALSE,FALSE
14-01-92,19920114,1992,1,14,2.3,3.9,NA,NA,FALSE,FALSE
15-01-92,19920115,1992,1,15,3.9,5,NA,NA,FALSE,FALSE
16-01-92,19920116,1992,1,16,3,4.3,NA,NA,FALSE,FALSE
17-01-92,19920117,1992,1,17,3.1,5.2,NA,NA,FALSE,FALSE
18-01-92,19920118,1992,1,18,2.2,5,NA,NA,FALSE,FALSE
19-01-92,19920119,1992,1,19,2.8,4.4,NA,NA,FALSE,FALSE
20-01-92,19920120,1992,1,20,-3.9,5,NA,NA,FALSE,FALSE
21-01-92,19920121,1992,1,21,-6.1,0.5,NA,NA,FALSE,FALSE
22-01-92,19920122,1992,1,22,-8.3,-0.3,NA,NA,FALSE,FALSE
23-01-92,19920123,1992,1,23,-7,0.2,NA,NA,FALSE,FALSE
24-01-92,19920124,1992,1,24,-7.2,2.7,NA,NA,FALSE,FALSE
25-01-92,19920125,1992,1,25,-7.1,4,NA,NA,FALSE,FALSE
26-01-92,19920126,1992,1,26,-5.2,1,NA,NA,FALSE,FALSE
27-01-92,19920127,1992,1,27,-2.2,3.1,NA,NA,FALSE,FALSE
28-01-92,19920128,1992,1,28,-3.2,1.9,NA,NA,FALSE,FALSE
29-01-92,19920129,1992,1,29,-4.8,7.4,NA,NA,FALSE,FALSE
30-01-92,19920130,1992,1,30,-3.9,-0.9,NA,NA,FALSE,FALSE
31-01-92,19920131,1992,1,31,-2.2,0,NA,NA,FALSE,FALSE
01-02-92,19920201,1992,2,1,-4,0.5,NA,NA,FALSE,FALSE
02-02-92,19920202,1992,2,2,-4.2,2.8,NA,NA,FALSE,FALSE
03-02-92,19920203,1992,2,3,-2.7,6.2,NA,NA,FALSE,FALSE
04-02-92,19920204,1992,2,4,1,3.1,NA,NA,FALSE,FALSE
05-02-92,19920205,1992,2,5,1,7.2,NA,NA,FALSE,FALSE
06-02-92,19920206,1992,2,6,3.6,8.5,NA,NA,FALSE,FALSE
07-02-92,19920207,1992,2,7,1.8,9,NA,NA,FALSE,FALSE
08-02-92,19920208,1992,2,8,-1.6,7.2,NA,NA,FALSE,FALSE
09-02-92,19920209,1992,2,9,-0.7,9.6,NA,NA,FALSE,FALSE
10-02-92,19920210,1992,2,10,4.4,7.6,NA,NA,FALSE,FALSE
11-02-92,19920211,1992,2,11,6,8.5,NA,NA,FALSE,FALSE
12-02-92,19920212,1992,2,12,8.5,13,NA,NA,FALSE,FALSE
13-02-92,19920213,1992,2,13,5,10.1,NA,NA,FALSE,FALSE
14-02-92,19920214,1992,2,14,4.1,9,NA,NA,FALSE,FALSE
15-02-92,19920215,1992,2,15,5.3,12.2,NA,NA,FALSE,FALSE
16-02-92,19920216,1992,2,16,0.9,5.9,NA,NA,FALSE,FALSE
17-02-92,19920217,1992,2,17,-3.2,0.4,NA,NA,FALSE,FALSE
18-02-92,19920218,1992,2,18,-5.9,0.8,NA,NA,FALSE,FALSE
19-02-92,19920219,1992,2,19,-2,1.9,NA,NA,FALSE,FALSE
20-02-92,19920220,1992,2,20,0.1,2.4,NA,NA,FALSE,FALSE
21-02-92,19920221,1992,2,21,0,4.7,NA,NA,FALSE,FALSE
22-02-92,19920222,1992,2,22,-0.2,6.8,NA,NA,FALSE,FALSE
23-02-92,19920223,1992,2,23,2,7.9,NA,NA,FALSE,FALSE
24-02-92,19920224,1992,2,24,1.7,9.4,NA,NA,FALSE,FALSE
25-02-92,19920225,1992,2,25,4,9.3,NA,NA,FALSE,FALSE
26-02-92,19920226,1992,2,26,3.8,11.9,NA,NA,FALSE,FALSE
27-02-92,19920227,1992,2,27,2.1,13,NA,NA,FALSE,FALSE
28-02-92,19920228,1992,2,28,3,15.6,NA,NA,FALSE,FALSE
29-02-92,19920229,1992,2,29,4.1,16.3,NA,NA,FALSE,FALSE
01-03-92,19920301,1992,3,1,4,15.5,NA,NA,FALSE,FALSE
02-03-92,19920302,1992,3,2,3.9,8.7,NA,NA,FALSE,FALSE
03-03-92,19920303,1992,3,3,4.4,11.8,NA,NA,FALSE,FALSE
04-03-92,19920304,1992,3,4,4,14.9,NA,NA,FALSE,FALSE
05-03-92,19920305,1992,3,5,1.3,14.2,NA,NA,FALSE,FALSE
06-03-92,19920306,1992,3,6,2,10.9,NA,NA,FALSE,FALSE
07-03-92,19920307,1992,3,7,0,13,NA,NA,FALSE,FALSE
08-03-92,19920308,1992,3,8,1.9,14.1,NA,NA,FALSE,FALSE
09-03-92,19920309,1992,3,9,4.1,13.2,NA,NA,FALSE,FALSE
10-03-92,19920310,1992,3,10,4,12.7,NA,NA,FALSE,FALSE
11-03-92,19920311,1992,3,11,2,7.4,NA,NA,FALSE,FALSE
12-03-92,19920312,1992,3,12,3.6,9.3,NA,NA,FALSE,FALSE
13-03-92,19920313,1992,3,13,3,10.4,NA,NA,FALSE,FALSE
14-03-92,19920314,1992,3,14,0.6,6.2,NA,NA,FALSE,FALSE
15-03-92,19920315,1992,3,15,2.7,5,NA,NA,FALSE,FALSE
16-03-92,19920316,1992,3,16,1.7,7.9,NA,NA,FALSE,FALSE
17-03-92,19920317,1992,3,17,3.5,10.7,NA,NA,FALSE,FALSE
18-03-92,19920318,1992,3,18,1.8,14.1,NA,NA,FALSE,FALSE
19-03-92,19920319,1992,3,19,4.7,10.2,NA,NA,FALSE,FALSE
20-03-92,19920320,1992,3,20,6,15.8,NA,NA,FALSE,FALSE
21-03-92,19920321,1992,3,21,5.8,12.7,NA,NA,FALSE,FALSE
22-03-92,19920322,1992,3,22,4.1,10.9,NA,NA,FALSE,FALSE
23-03-92,19920323,1992,3,23,3,7.4,NA,NA,FALSE,FALSE
24-03-92,19920324,1992,3,24,2.1,7.8,NA,NA,FALSE,FALSE
25-03-92,19920325,1992,3,25,3,5.7,NA,NA,FALSE,FALSE
26-03-92,19920326,1992,3,26,1.9,5,NA,NA,FALSE,FALSE
27-03-92,19920327,1992,3,27,3.3,7.2,NA,NA,FALSE,FALSE
28-03-92,19920328,1992,3,28,0.9,5.3,NA,NA,FALSE,FALSE
29-03-92,19920329,1992,3,29,0.7,6.9,NA,NA,FALSE,FALSE
30-03-92,19920330,1992,3,30,4.7,11.3,NA,NA,FALSE,FALSE
31-03-92,19920331,1992,3,31,1.2,13.2,NA,NA,FALSE,FALSE
01-04-92,19920401,1992,4,1,1.8,10.1,NA,NA,FALSE,FALSE
02-04-92,19920402,1992,4,2,3,9.9,NA,NA,FALSE,FALSE
03-04-92,19920403,1992,4,3,4.6,10,NA,NA,FALSE,FALSE
04-04-92,19920404,1992,4,4,2.7,8.6,NA,NA,FALSE,FALSE
05-04-92,19920405,1992,4,5,1.4,8.9,NA,NA,FALSE,FALSE
06-04-92,19920406,1992,4,6,2.2,12,NA,NA,FALSE,FALSE
07-04-92,19920407,1992,4,7,3.1,13.2,NA,NA,FALSE,FALSE
08-04-92,19920408,1992,4,8,0,14.8,NA,NA,FALSE,FALSE
09-04-92,19920409,1992,4,9,-0.6,15.6,NA,NA,FALSE,FALSE
10-04-92,19920410,1992,4,10,0.7,17.1,NA,NA,FALSE,FALSE
11-04-92,19920411,1992,4,11,3,16.4,NA,NA,FALSE,FALSE
12-04-92,19920412,1992,4,12,5.1,17.5,NA,NA,FALSE,FALSE
13-04-92,19920413,1992,4,13,4.7,10.3,NA,NA,FALSE,FALSE
14-04-92,19920414,1992,4,14,6.2,14,NA,NA,FALSE,FALSE
15-04-92,19920415,1992,4,15,3.4,9.8,NA,NA,FALSE,FALSE
16-04-92,19920416,1992,4,16,1.1,4.7,NA,NA,FALSE,FALSE
17-04-92,19920417,1992,4,17,2,5.9,NA,NA,FALSE,FALSE
18-04-92,19920418,1992,4,18,5.1,12,NA,NA,FALSE,FALSE
19-04-92,19920419,1992,4,19,4.2,12,NA,NA,FALSE,FALSE
20-04-92,19920420,1992,4,20,1.9,11.4,NA,NA,FALSE,FALSE
21-04-92,19920421,1992,4,21,0.6,16.3,NA,NA,FALSE,FALSE
22-04-92,19920422,1992,4,22,6.7,14.5,NA,NA,FALSE,FALSE
23-04-92,19920423,1992,4,23,7.6,12,NA,NA,FALSE,FALSE
24-04-92,19920424,1992,4,24,7,16.9,NA,NA,FALSE,FALSE
25-04-92,19920425,1992,4,25,8.1,17.2,NA,NA,FALSE,FALSE
26-04-92,19920426,1992,4,26,10,19.4,NA,NA,FALSE,FALSE
27-04-92,19920427,1992,4,27,8.1,15.1,NA,NA,FALSE,FALSE
28-04-92,19920428,1992,4,28,8,15.3,NA,NA,FALSE,FALSE
29-04-92,19920429,1992,4,29,6.4,11.6,NA,NA,FALSE,FALSE
30-04-92,19920430,1992,4,30,4.1,15.2,NA,NA,FALSE,FALSE
01-05-92,19920501,1992,5,1,2.9,12.8,NA,NA,FALSE,FALSE
02-05-92,19920502,1992,5,2,2.7,12.4,NA,NA,FALSE,FALSE
03-05-92,19920503,1992,5,3,4.8,11.5,NA,NA,FALSE,FALSE
04-05-92,19920504,1992,5,4,-0.3,15.9,NA,NA,FALSE,FALSE
05-05-92,19920505,1992,5,5,1.1,18.2,NA,NA,FALSE,FALSE
06-05-92,19920506,1992,5,6,6.2,14.5,NA,NA,FALSE,FALSE
07-05-92,19920507,1992,5,7,7.7,19,NA,NA,FALSE,FALSE
08-05-92,19920508,1992,5,8,7,14.8,NA,NA,FALSE,FALSE
