"Month","Tmin","Tmax","CP"
3,-5,-5,6.20800965265855e-05
3,-5,-4,0.000156688111147234
3,-5,-3,0.000525754560367291
3,-5,-2,0.00206355587710827
3,-5,-1,0.00862311441536178
3,-5,0,0.035948656727948
3,-5,1,0.13485243228395
3,-5,2,0.366978915516725
3,-5,3,0.574763162476684
3,-5,4,0.610333223312678
3,-5,5,0.642135154828436
3,-5,6,0.658426259750877
3,-5,7,0.665440194733038
3,-5,8,0.680206441477754
3,-5,9,0.690596366878964
3,-5,10,0.677979270205218
3,-5,11,0.682327179168629
3,-5,12,0.674727685215125
3,-5,13,0.656756536748506
3,-5,14,0.628913039262207
3,-5,15,0.606558026741931
3,-5,16,0.590259282422368
3,-5,17,0.561010330265311
3,-5,18,0.527918092344489
3,-5,19,0.454457564553066
3,-5,20,0.459969009278938
3,-5,21,0.347841972669068
3,-5,22,0.236018323097393
3,-5,23,0.107841211934105
3,-5,24,0.0661304361791109
3,-5,25,0
3,-5,26,0
3,-5,27,0
3,-5,28,0
3,-5,29,0
3,-5,30,0
3,-4,-4,0.00030341654735145
3,-4,-3,0.000758917619115305
3,-4,-2,0.00251154322596523
3,-4,-1,0.00965697816446032
3,-4,0,0.0386127607109063
3,-4,1,0.141408863786299
3,-4,2,0.379334996069335
3,-4,3,0.584841928934966
3,-4,4,0.621337371914635
3,-4,5,0.659490973589312
3,-4,6,0.6733598866824
3,-4,7,0.666492468547529
3,-4,8,0.696479651600106
3,-4,9,0.696552738925236
3,-4,10,0.691360873562228
3,-4,11,0.695789051993803
3,-4,12,0.685642286022032
3,-4,13,0.668110581166232
3,-4,14,0.640747366655104
3,-4,15,0.615534325777393
3,-4,16,0.592114510458807
3,-4,17,0.561746022331227
3,-4,18,0.501458269809723
3,-4,19,0.46890062583877
3,-4,20,0.469062911531225
3,-4,21,0.347689099268148
3,-4,22,0.214975281248469
3,-4,23,0.118815039295157
3,-4,24,0.0777616727341009
3,-4,25,0
3,-4,26,0
3,-4,27,0
3,-4,28,0
3,-4,29,0
3,-4,30,0
3,-3,-3,0.00146245186267111
3,-3,-2,0.00361906817381326
3,-3,-1,0.0117350782611324
3,-3,0,0.0430971202110375
3,-3,1,0.150911651814254
3,-3,2,0.394696891022167
3,-3,3,0.594112953431485
3,-3,4,0.627908510713527
3,-3,5,0.675216544633654
3,-3,6,0.679814363817809
3,-3,7,0.692982422521349
3,-3,8,0.704850055790642
3,-3,9,0.698369135955735
3,-3,10,0.707355109619015
3,-3,11,0.700842907192499
3,-3,12,0.693963916403179
3,-3,13,0.67872495402699
3,-3,14,0.654621698820811
3,-3,15,0.624886426258675
3,-3,16,0.571118439066077
3,-3,17,0.539718904716103
3,-3,18,0.516255306294036
3,-3,19,0.46555382179701
3,-3,20,0.462632843035963
3,-3,21,0.318816414460955
3,-3,22,0.229968232937044
3,-3,23,0.140773669554457
3,-3,24,0.0801832624173788
3,-3,25,0
3,-3,26,0
3,-3,27,0
3,-3,28,0
3,-3,29,0
3,-3,30,0
3,-2,-2,0.00692292244176414
3,-2,-1,0.0168192777508399
3,-2,0,0.0519817300798272
3,-2,1,0.166368450861748
3,-2,2,0.415228119260433
3,-2,3,0.601514400143981
3,-2,4,0.637023000765681
3,-2,5,0.680756127902434
3,-2,6,0.672106910946973
3,-2,7,0.708613952981357
3,-2,8,0.702058302271354
3,-2,9,0.708073024132368
3,-2,10,0.710792449786241
3,-2,11,0.711132581169239
3,-2,12,0.704222513483968
3,-2,13,0.686550925305142
3,-2,14,0.647220822409162
3,-2,15,0.594266366352695
3,-2,16,0.555391066861608
3,-2,17,0.546512733402794
3,-2,18,0.501043397260659
3,-2,19,0.46622287152978
3,-2,20,0.465335028282323
3,-2,21,0.333604673890384
3,-2,22,0.23433597316412
3,-2,23,0.145338055359831
3,-2,24,0.08097687444068
3,-2,25,0
3,-2,26,0
3,-2,27,0
3,-2,28,0
3,-2,29,0
3,-2,30,0
3,-1,-1,0.0315899315741219
3,-1,0,0.0730170417446516
3,-1,1,0.195432901265182
3,-1,2,0.445534975532313
3,-1,3,0.610539536497625
3,-1,4,0.645861258565634
3,-1,5,0.702936369252806
3,-1,6,0.707848458848146
3,-1,7,0.710846134321386
3,-1,8,0.714843373611906
3,-1,9,0.720956625741084
3,-1,10,0.724814945224219
3,-1,11,0.724192017147876
3,-1,12,0.709493572049916
3,-1,13,0.674328191502001
3,-1,14,0.654384918600506
3,-1,15,0.591850601651897
3,-1,16,0.597859408121261
3,-1,17,0.544797028290331
3,-1,18,0.522766032033505
3,-1,19,0.463295020045614
3,-1,20,0.46357450652321
3,-1,21,0.309654153674606
3,-1,22,0.232057751578433
3,-1,23,0.152272040477401
3,-1,24,0.0736066183976672
3,-1,25,0
3,-1,26,0
3,-1,27,0
3,-1,28,0
3,-1,29,0
3,-1,30,0
3,0,0,0.129224741976858
3,0,1,0.257545989248292
3,0,2,0.495623912708086
3,0,3,0.623296127879069
3,0,4,0.657700445697354
3,0,5,0.702508326319102
3,0,6,0.718098566022282
3,0,7,0.723779308400427
3,0,8,0.725595416154449
3,0,9,0.736489524425643
3,0,10,0.737298540037118
3,0,11,0.721693098383191
3,0,12,0.699466517417938
3,0,13,0.688853920865932
3,0,14,0.668774172152584
3,0,15,0.625958794854617
3,0,16,0.577677076389776
3,0,17,0.509172464501486
3,0,18,0.488862451637975
3,0,19,0.4683790351096
3,0,20,0.435888296980777
3,0,21,0.301117440404455
3,0,22,0.224689937962886
3,0,23,0.137662028890334
3,0,24,0.0677115106111475
3,0,25,0
3,0,26,0
3,0,27,0
3,0,28,0
3,0,29,0
3,0,30,0
3,1,1,0.389420828083529
3,1,2,0.582780957596271
3,1,3,0.642138128570575
3,1,4,0.675138668088306
3,1,5,0.737943031139829
3,1,6,0.742949409645005
3,1,7,0.749568213227191
3,1,8,0.753130810606716
3,1,9,0.754612653515311
3,1,10,0.74830483757186
3,1,11,0.733248955851078
3,1,12,0.730232440823299
3,1,13,0.695514291188879
3,1,14,0.670405569269288
3,1,15,0.534742774559485
3,1,16,0.588754669071041
3,1,17,0.40948366476551
3,1,18,0.493521911010144
3,1,19,0.44500082691282
3,1,20,0.416094420809703
3,1,21,0.291599578672273
3,1,22,0.202685600964744
3,1,23,0.122354265345534
3,1,24,0.0505448390621184
3,1,25,0
3,1,26,0
3,1,27,0
3,1,28,0
3,1,29,0
3,1,30,0
3,2,2,0.650358636641485
3,2,3,0.660058442237158
3,2,4,0.691838485198613
3,2,5,0.753382864813787
3,2,6,0.764399956834412
3,2,7,0.775595020509865
3,2,8,0.770853665746065
3,2,9,0.764655973307042
3,2,10,0.763847733644419
3,2,11,0.764030661833031
3,2,12,0.742146728099639
3,2,13,0.715508507050921
3,2,14,0.689294917644916
3,2,15,0.632885988824923
3,2,16,0.603101974826362
3,2,17,0.553637096567517
3,2,18,0.356037896772793
3,2,19,0.374358488482696
3,2,20,0.319970318417274
3,2,21,0.292700717625657
3,2,22,0.175995015215537
3,2,23,0.0962788101367578
3,2,24,0.02776263605159
3,2,25,0
3,2,26,0
3,2,27,0
3,2,28,0
3,2,29,0
3,2,30,0
3,3,3,0.673855406191368
3,3,4,0.705080639757893
3,3,5,0.774088208907224
3,3,6,0.78092756149189
3,3,7,0.782988825699404
3,3,8,0.77438763103011
3,3,9,0.763867075215064
3,3,10,0.746976920944961
3,3,11,0.740205875497081
3,3,12,0.715736249099755
3,3,13,0.671036675881471
3,3,14,0.656867573475931
3,3,15,0.621644719214845
3,3,16,0.577407967250633
3,3,17,0.431259063620658
3,3,18,0.365020035073427
3,3,19,0.354158655263863
3,3,20,0.248083604627745
3,3,21,0.198823976960501
3,3,22,0.117518652935599
3,3,23,0.109954813960245
3,3,24,0
3,3,25,0
3,3,26,0
3,3,27,0
3,3,28,0
3,3,29,0
3,3,30,0
3,4,4,0.734461251188392
3,4,5,0.784857763883837
3,4,6,0.782701677232584
3,4,7,0.784408184960169
3,4,8,0.776992909190787
3,4,9,0.77193279918589
3,4,10,0.764040497096151
3,4,11,0.751108996900637
3,4,12,0.733789744082289
3,4,13,0.710194333189895
3,4,14,0.685644491790527
3,4,15,0.660594555604514
3,4,16,0.630730745488392
3,4,17,0.590262731410715
3,4,18,0.550265953304123
3,4,19,0.531519559213204
3,4,20,0.367628650825845
3,4,21,0.256259360969852
3,4,22,0.119646663289927
3,4,23,0.0812740265205789
3,4,24,0
3,4,25,0
3,4,26,0
3,4,27,0
3,4,28,0
3,4,29,0
3,4,30,0
3,5,5,0.803177024214958
3,5,6,0.817828799446141
3,5,7,0.826540931521447
3,5,8,0.827096232260523
3,5,9,0.82570602113503
3,5,10,0.822603610433527
3,5,11,0.817868382449072
3,5,12,0.808818051179603
3,5,13,0.789844319824991
3,5,14,0.752671722353853
3,5,15,0.711887180236975
3,5,16,0.663741561262014
3,5,17,0.586995322525632
3,5,18,0.528380937908191
3,5,19,0.429798262892598
3,5,20,0.297575163659553
3,5,21,0.192456382673606
3,5,22,0.118287878550313
3,5,23,0.02783018591873
3,5,24,0
3,5,25,0
3,5,26,0
3,5,27,0
3,5,28,0
3,5,29,0
3,5,30,0
3,6,6,0.83652178454714
3,6,7,0.845344117456038
3,6,8,0.845789185889954
3,6,9,0.842163829746151
3,6,10,0.836585364353654
3,6,11,0.825261829255197
3,6,12,0.808407046855212
3,6,13,0.776677300013622
3,6,14,0.734294731259722
3,6,15,0.703051081459725
3,6,16,0.620508867798341
3,6,17,0.566137198646204
3,6,18,0.52595808518932
3,6,19,0.37831048956167
3,6,20,0.278281086132587
3,6,21,0.160117035003443
3,6,22,0.0812790440214658
3,6,23,0
3,6,24,0
3,6,25,0
3,6,26,0
3,6,27,0
3,6,28,0
3,6,29,0
3,6,30,0
3,7,7,0.851993285569835
3,7,8,0.847959265805893
3,7,9,0.842522939590781
3,7,10,0.835406625671714
3,7,11,0.81877044062988
3,7,12,0.797960913164782
3,7,13,0.767058417489345
3,7,14,0.713055382552764
3,7,15,0.656755391435991
3,7,16,0.589390841869093
3,7,17,0.544207878599013
3,7,18,0.472547470774196
3,7,19,0.324721508499345
3,7,20,0.207916191491287
3,7,21,0.111155121747721
3,7,22,0
3,7,23,0
3,7,24,0
3,7,25,0
3,7,26,0
3,7,27,0
3,7,28,0
3,7,29,0
3,7,30,0
3,8,8,0.839579793175755
3,8,9,0.83494799898754
3,8,10,0.82423627706171
3,8,11,0.806877727117591
3,8,12,0.781234121785862
3,8,13,0.741279098489633
3,8,14,0.68734632633282
3,8,15,0.611243875614467
3,8,16,0.550092862985008
3,8,17,0.501637444487419
3,8,18,0.374181030759155
3,8,19,0.249118559913018
3,8,20,0.129488583532457
3,8,21,0.0151569470767403
3,8,22,0
3,8,23,0
3,8,24,0
3,8,25,0
3,8,26,0
3,8,27,0
3,8,28,0
3,8,29,0
3,8,30,0
3,9,9,0.828602678129884
3,9,10,0.806893078130119
3,9,11,0.789060746822941
3,9,12,0.755428212334653
3,9,13,0.701231371817355
3,9,14,0.646774979509815
3,9,15,0.559943873785912
3,9,16,0.501734890333633
3,9,17,0.422386201488075
3,9,18,0.274500092350729
3,9,19,0.134591030081711
3,9,20,0.00758014018952188
3,9,21,0
3,9,22,0
3,9,23,0
3,9,24,0
3,9,25,0
3,9,26,0
3,9,27,0
3,9,28,0
3,9,29,0
3,9,30,0
3,10,10,0.783244720619867
3,10,11,0.760648960514327
3,10,12,0.721940697876564
3,10,13,0.663344479152489
3,10,14,0.566531911031745
3,10,15,0.501184407750484
3,10,16,0.460080547964385
3,10,17,0.277440687659843
3,10,18,0.114052520000729
3,10,19,0
3,10,20,0
3,10,21,0
3,10,22,0
3,10,23,0
3,10,24,0
3,10,25,0
3,10,26,0
3,10,27,0
3,10,28,0
3,10,29,0
3,10,30,0
3,11,11,0.726289236770784
3,11,12,0.675407930436952
3,11,13,0.595932735800623
3,11,14,0.500125873446162
3,11,15,0.45455495335691
3,11,16,0.235841930040818
3,11,17,0.048031660461354
3,11,18,0
3,11,19,0
3,11,20,0
3,11,21,0
3,11,22,0
3,11,23,0
3,11,24,0
3,11,25,0
3,11,26,0
3,11,27,0
3,11,28,0
3,11,29,0
3,11,30,0
3,12,12,0.613674272128751
3,12,13,0.501215142474704
3,12,14,0.394790936023317
3,12,15,0.0962126921665884
3,12,16,0
3,12,17,0
3,12,18,0
3,12,19,0
3,12,20,0
3,12,21,0
3,12,22,0
3,12,23,0
3,12,24,0
3,12,25,0
3,12,26,0
3,12,27,0
3,12,28,0
3,12,29,0
3,12,30,0
3,13,13,0
3,13,14,0
3,13,15,0
3,13,16,0
3,13,17,0
3,13,18,0
3,13,19,0
3,13,20,0
3,13,21,0
3,13,22,0
3,13,23,0
3,13,24,0
3,13,25,0
3,13,26,0
3,13,27,0
3,13,28,0
3,13,29,0
3,13,30,0
3,14,14,0
3,14,15,0
3,14,16,0
3,14,17,0
3,14,18,0
3,14,19,0
3,14,20,0
3,14,21,0
3,14,22,0
3,14,23,0
3,14,24,0
3,14,25,0
3,14,26,0
3,14,27,0
3,14,28,0
3,14,29,0
3,14,30,0
3,15,15,0
3,15,16,0
3,15,17,0
3,15,18,0
3,15,19,0
3,15,20,0
3,15,21,0
3,15,22,0
3,15,23,0
3,15,24,0
3,15,25,0
3,15,26,0
3,15,27,0
3,15,28,0
3,15,29,0
3,15,30,0
3,16,16,0
3,16,17,0
3,16,18,0
3,16,19,0
3,16,20,0
3,16,21,0
3,16,22,0
3,16,23,0
3,16,24,0
3,16,25,0
3,16,26,0
3,16,27,0
3,16,28,0
3,16,29,0
3,16,30,0
3,17,17,0
3,17,18,0
3,17,19,0
3,17,20,0
3,17,21,0
3,17,22,0
3,17,23,0
3,17,24,0
3,17,25,0
3,17,26,0
3,17,27,0
3,17,28,0
3,17,29,0
3,17,30,0
3,18,18,0
3,18,19,0
3,18,20,0
3,18,21,0
3,18,22,0
3,18,23,0
3,18,24,0
3,18,25,0
3,18,26,0
3,18,27,0
3,18,28,0
3,18,29,0
3,18,30,0
3,19,19,0
3,19,20,0
3,19,21,0
3,19,22,0
3,19,23,0
3,19,24,0
3,19,25,0
3,19,26,0
3,19,27,0
3,19,28,0
3,19,29,0
3,19,30,0
3,20,20,0
3,20,21,0
3,20,22,0
3,20,23,0
3,20,24,0
3,20,25,0
3,20,26,0
3,20,27,0
3,20,28,0
3,20,29,0
3,20,30,0
