"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.22,2.15,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.03,2.19,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.7,2.71,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.6,2.67,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.01,3.56,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.15,3.53,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.34,4.56,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.93,5.05,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
2.27,4.52,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.78,2.83,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.73,2.12,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
1.89,2.03,"rcp85",2070,2100,2085,1990,"relative","CESM1-BGC"
