"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.53,2.24,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
2.32,1.94,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
1.19,0.61,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
1.51,1.12,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
1.52,1.11,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
1.44,0.92,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
1.48,1.64,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
1.42,1.21,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
1.66,1.61,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
1.54,1.52,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
2.43,2.4,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
2.01,1.81,"rcp45",2070,2100,2085,1990,"relative","CNRM-CM5"
