"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.4,2.92,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.81,2.71,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
1.95,1.66,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
1.38,0.95,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
1.47,1.85,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.41,2.23,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.27,2.12,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
1.73,1.57,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.9,3.07,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.25,2.21,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
1.42,1.5,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
2.99,2.64,"rcp45",2035,2065,2050,1990,"relative","IPSL-CM5A-LR"
