"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.72,2.84,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
4.19,3.86,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
3.36,2.81,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
2.6,2.44,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
3.23,3.19,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
4.37,4.46,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
5.08,4.94,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
4.83,4.53,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
5.5,5.74,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
2.66,2.94,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
2.53,2.69,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
2.72,2.86,"rcp85",2070,2100,2085,1990,"relative","IPSL-CM5A-MR"
