"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.13,1.23,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.05,1.02,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.38,1.31,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.09,1.4,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.32,1.95,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.05,0.68,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.26,2.08,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.95,1.87,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.07,1.89,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.16,1.41,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.04,1.1,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.83,0.65,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2G"
