"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.51,1.62,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
2.25,2.18,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
1.95,1.76,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
1.25,1.09,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
1.82,1.88,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
3.17,3.62,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
2.95,3.11,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
2.71,2.72,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
3.87,4.42,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
2.4,3.07,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
1.35,1.76,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
0.86,1.15,"rcp85",2035,2065,2050,1990,"relative","IPSL-CM5A-MR"
