"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.45,4.86,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
5.19,4.4,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
4.25,2.57,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
3.49,1.99,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
3.87,3.05,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
5.19,4.84,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
5.61,5.55,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
5.36,5.81,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
5.34,5.67,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
5,4.55,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
4.99,4.25,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
4.84,4.17,"rcp85",2070,2100,2085,1990,"relative","MIROC-ESM"
