"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.07,2.83,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
3.27,2.66,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
2.47,1.98,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
3.12,2.78,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
4.32,4.96,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
4.79,5.21,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
7.05,8.51,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
7.28,9.41,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
5.4,7.49,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
4.88,5.7,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
3.75,3.43,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
3.09,2.93,"rcp85",2070,2100,2085,1990,"relative","CanESM2"
