"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.56,1.35,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.49,1.17,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.18,2.03,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.98,2.05,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.71,2.21,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.99,2.51,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
3.62,4.14,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.84,3.25,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.6,2.76,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.59,2.91,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.28,2.33,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.68,2.46,"rcp85",2035,2065,2050,1990,"relative","bcc-csm1-1"
