"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.81,3.08,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
2.36,2.71,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
2.34,3.03,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
1.92,2.65,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
2.14,3.01,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
3.11,4.34,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
4.45,6.42,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
5.01,6.3,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
3.8,4.48,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
3.41,3.82,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
3.57,3.51,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
2.52,2.89,"rcp85",2035,2065,2050,1990,"relative","GFDL-CM3"
