"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.9,4.52,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.6,3.44,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.48,3,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.28,1.81,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
2.5,3.3,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.89,6.12,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
5.49,8.15,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.95,7.42,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
4.69,6.79,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.26,4.17,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.53,3.92,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
3.56,3.82,"rcp85",2070,2100,2085,1990,"relative","CSIRO-Mk3-6-0"
