"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.55,1.23,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
0.85,0.76,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
2.1,1.74,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.49,1.59,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.32,2.09,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
0.95,1.53,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.27,2.4,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
0.97,1.97,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.3,1.94,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
1.03,1.25,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
0.68,0.64,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
0.49,0.29,"rcp45",2070,2100,2085,1990,"relative","CESM1-BGC"
