"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.38,3.64,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.72,1.87,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.49,1.12,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.99,1.55,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.16,1.06,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.01,1.11,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.2,2.03,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
2.05,3.08,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
1.96,2.72,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
2.01,2.04,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
2.07,2.11,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
2.3,2.29,"rcp85",2070,2100,2085,1990,"relative","GFDL-ESM2M"
