"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.61,3.27,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.49,3.02,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.69,3.04,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
1.54,1.21,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
1.75,1.45,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
2.77,2.89,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.12,3.88,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
4.47,4.57,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.76,3.73,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.04,2.7,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.34,2.65,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
3.21,2.84,"rcp85",2070,2100,2085,1990,"relative","GFDL-CM3"
