"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.75,1.39,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
2.81,2.2,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
1.12,0.62,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.12,0.24,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.54,-0.01,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.37,0.73,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.91,2.69,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.23,0.73,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.13,0.58,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
-0.51,0.14,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.04,0.28,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
0.3,0.16,"rcp45",2070,2100,2085,1990,"relative","inmcm4"
