"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.78,4.01,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
1.91,2.36,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
2.97,2.79,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.6,4.08,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.5,4.17,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.49,5.63,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.65,6.74,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.82,7.77,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.82,6.63,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.04,5.38,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
3.76,4.25,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
4.86,4.88,"rcp85",2070,2100,2085,1990,"relative","ACCESS1-0"
