"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.3,2.14,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
1.7,1.32,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
1.45,0.89,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
1.66,1.49,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.1,2.05,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.5,2.44,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
3.06,3.72,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
3.1,3.96,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.56,3.08,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.64,2.85,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.24,2.03,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
2.52,2.22,"rcp45",2070,2100,2085,1990,"relative","CanESM2"
