"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.28,0.9,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.41,1.17,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.66,1.51,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.92,2.14,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.08,1.63,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.92,2.35,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.14,0.67,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.97,2.49,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.65,1.93,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
2.31,2.36,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.09,1.04,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
1.98,1.61,"rcp45",2035,2065,2050,1990,"relative","bcc-csm1-1"
