"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.51,1.4,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
1.96,1.88,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
1.05,0.77,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
0.49,0.5,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
0.45,0.74,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
0.73,1.05,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
1.09,1.65,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
0.91,0.93,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
0.4,0.34,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
0.43,0.34,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
0.27,0.32,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
0.35,0.29,"rcp45",2035,2065,2050,1990,"relative","inmcm4"
