"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.77,3.23,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.41,2.98,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.93,1.8,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.77,2.02,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
2.62,2.47,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.31,3.28,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.71,3.87,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.87,4.9,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.48,4.28,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.21,3.02,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.31,2.86,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
3.09,2.51,"rcp85",2035,2065,2050,1990,"relative","MIROC-ESM"
