"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.14,2.51,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
1.67,2.22,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
1.57,1.58,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
1.75,2.06,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
1.86,2,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
2.81,3.41,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
3.1,4.69,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
2.99,4.83,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
2.17,3.59,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
1.62,2.52,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
1.92,2.43,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
2.66,2.87,"rcp85",2035,2065,2050,1990,"relative","ACCESS1-0"
