"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.86,1.85,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.06,1.86,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
0.9,0.55,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
1.32,0.92,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
1.27,1.09,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.14,2.26,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.75,2.9,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
3.06,2.97,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.5,2.84,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.41,2.06,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
2.3,2.32,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
1.62,1.53,"rcp45",2070,2100,2085,1990,"relative","BNU-ESM"
