"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.86,3.01,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.66,2.02,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.01,0.73,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
0.89,0.61,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
0.92,0.93,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
0.51,0.69,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.04,1.76,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.55,2.31,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.21,1.94,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.32,1.54,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.34,1.48,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
1.76,1.8,"rcp85",2035,2065,2050,1990,"relative","GFDL-ESM2M"
