"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.02,2.11,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.54,1.49,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.97,1.77,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.78,1.86,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.42,1.58,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.22,2.38,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.36,3.64,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.2,3.18,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
3.08,3.37,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.97,2.19,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
2.27,2.39,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
1.99,2.06,"rcp85",2035,2065,2050,1990,"relative","BNU-ESM"
