"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.14,1.33,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.94,0.9,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.81,0.85,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.77,1.04,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.78,0.97,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.16,0.55,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.1,1.39,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.69,1.04,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
1.23,1.73,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.72,0.87,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.3,0.54,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
0.39,0.27,"rcp45",2035,2065,2050,1990,"relative","GFDL-ESM2G"
