"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.92,2.7,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.79,1.76,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.46,1.71,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.15,0.85,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.25,1.83,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.06,1.63,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.73,2.87,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
2.15,3.25,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.71,3.07,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.82,2.59,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.83,2.52,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
1.84,1.99,"rcp45",2035,2065,2050,1990,"relative","CSIRO-Mk3-6-0"
