"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.14,1.02,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.33,1.5,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.38,1.25,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.11,1.47,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.07,2.06,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.57,2.24,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.56,2.37,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.8,3.5,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.42,1.92,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
0.96,0.81,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.15,1.24,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
1.21,1.24,"rcp45",2035,2065,2050,1990,"relative","CCSM4"
