"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.04,2.51,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.95,2.45,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.19,1.55,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
1.97,1.23,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.55,2.45,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
3.12,3.37,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
3.4,3.63,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.94,3.47,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.67,3.22,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.35,2.15,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.74,2.12,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
2.08,1.45,"rcp45",2035,2065,2050,1990,"relative","MIROC-ESM"
