"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.53,4.09,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
4.03,3.41,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
2.42,1.81,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
2.68,2.12,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
2.65,2.1,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
2.62,1.64,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
2.91,2.69,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.63,3.19,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.37,2.89,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
2.95,2.62,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.86,3.89,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
3.64,3.34,"rcp85",2070,2100,2085,1990,"relative","CNRM-CM5"
