"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.58,1.43,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
3.23,2.75,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.8,0.66,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.41,0.77,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0,0.57,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.64,1.43,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
2.44,3.18,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
1.03,1.38,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
1.6,1.03,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
1.07,0.78,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.6,0.5,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
0.47,0.3,"rcp85",2035,2065,2050,1990,"relative","inmcm4"
