"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.91,2.24,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
3.33,3.13,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.89,2.81,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
1.6,1.21,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
1.08,0.68,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.12,1.76,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.3,2.01,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.4,1.79,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.92,2.77,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.52,2.67,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
1.8,1.84,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
2.54,2.16,"rcp45",2070,2100,2085,1990,"relative","IPSL-CM5A-LR"
